salesorderid,customerid,orderdate,orderquantity,productid,unitprice,linetotal
72128,26560,2014-05-03,1,872,8.99,8.99
72128,26560,2014-05-03,1,870,4.99,4.99
72128,26560,2014-05-03,1,711,34.99,34.99
72128,26560,2014-05-03,1,859,24.49,24.49
72129,22942,2014-05-04,1,974,1700.99,1700.99
72129,22942,2014-05-04,1,711,34.99,34.99
72129,22942,2014-05-04,1,881,53.99,53.99
72130,14853,2014-05-04,1,932,24.99,24.99
72130,14853,2014-05-04,1,922,3.99,3.99
72131,18267,2014-05-04,1,929,29.99,29.99
72132,25135,2014-05-04,1,921,4.99,4.99
72132,25135,2014-05-04,1,873,2.29,2.29
72133,27705,2014-05-04,1,923,4.99,4.99
72133,27705,2014-05-04,1,708,34.99,34.99
72134,13670,2014-05-04,1,869,69.99,69.99
72134,13670,2014-05-04,1,884,53.99,53.99
72135,15791,2014-05-04,1,871,9.99,9.99
72135,15791,2014-05-04,1,870,4.99,4.99
72135,15791,2014-05-04,1,873,2.29,2.29
72136,28328,2014-05-04,1,923,4.99,4.99
72137,19447,2014-05-04,1,980,769.49,769.49
72137,19447,2014-05-04,1,929,29.99,29.99
72137,19447,2014-05-04,1,921,4.99,4.99
72138,16730,2014-05-04,1,872,8.99,8.99
72138,16730,2014-05-04,1,870,4.99,4.99
72138,16730,2014-05-04,1,880,54.99,54.99
72139,18026,2014-05-04,1,982,769.49,769.49
72139,18026,2014-05-04,1,921,4.99,4.99
72139,18026,2014-05-04,1,929,29.99,29.99
72139,18026,2014-05-04,1,873,2.29,2.29
72140,14818,2014-05-04,1,980,769.49,769.49
72140,14818,2014-05-04,1,870,4.99,4.99
72140,14818,2014-05-04,1,871,9.99,9.99
72140,14818,2014-05-04,1,877,7.95,7.95
72141,19438,2014-05-04,1,780,2319.99,2319.99
72141,19438,2014-05-04,1,871,9.99,9.99
72141,19438,2014-05-04,1,870,4.99,4.99
72141,19438,2014-05-04,1,711,34.99,34.99
72142,19439,2014-05-04,1,779,2319.99,2319.99
72142,19439,2014-05-04,1,878,21.98,21.98
72142,19439,2014-05-04,1,711,34.99,34.99
72143,12834,2014-05-04,1,780,2319.99,2319.99
72144,16270,2014-05-04,1,990,539.99,539.99
72144,16270,2014-05-04,1,871,9.99,9.99
72144,16270,2014-05-04,1,870,4.99,4.99
72144,16270,2014-05-04,1,708,34.99,34.99
72145,11619,2014-05-04,1,922,3.99,3.99
72146,25904,2014-05-04,1,921,4.99,4.99
72146,25904,2014-05-04,1,928,24.99,24.99
72146,25904,2014-05-04,1,708,34.99,34.99
72146,25904,2014-05-04,1,858,24.49,24.49
72147,12895,2014-05-04,1,923,4.99,4.99
72147,12895,2014-05-04,1,934,28.99,28.99
72147,12895,2014-05-04,1,711,34.99,34.99
72148,11287,2014-05-04,1,929,29.99,29.99
72149,20313,2014-05-04,1,868,69.99,69.99
72149,20313,2014-05-04,1,860,24.49,24.49
72150,28581,2014-05-04,1,867,69.99,69.99
72150,28581,2014-05-04,1,715,49.99,49.99
72151,20471,2014-05-04,1,871,9.99,9.99
72151,20471,2014-05-04,1,880,54.99,54.99
72151,20471,2014-05-04,1,712,8.99,8.99
72152,18524,2014-05-04,1,869,69.99,69.99
72152,18524,2014-05-04,1,715,49.99,49.99
72153,16380,2014-05-04,1,869,69.99,69.99
72153,16380,2014-05-04,1,882,53.99,53.99
72154,14898,2014-05-04,1,921,4.99,4.99
72154,14898,2014-05-04,1,878,21.98,21.98
72154,14898,2014-05-04,1,871,9.99,9.99
72154,14898,2014-05-04,1,870,4.99,4.99
72155,16296,2014-05-04,1,922,3.99,3.99
72155,16296,2014-05-04,1,932,24.99,24.99
72155,16296,2014-05-04,1,711,34.99,34.99
72155,16296,2014-05-04,1,715,49.99,49.99
72155,16296,2014-05-04,1,712,8.99,8.99
72156,29421,2014-05-04,1,858,24.49,24.49
72156,29421,2014-05-04,1,881,53.99,53.99
72157,13534,2014-05-04,1,934,28.99,28.99
72157,13534,2014-05-04,1,923,4.99,4.99
72157,13534,2014-05-04,1,873,2.29,2.29
72158,15634,2014-05-04,1,923,4.99,4.99
72158,15634,2014-05-04,1,708,34.99,34.99
72159,11655,2014-05-04,1,921,4.99,4.99
72159,11655,2014-05-04,1,930,35.0,35.0
72160,11881,2014-05-04,1,930,35.0,35.0
72160,11881,2014-05-04,1,921,4.99,4.99
72160,11881,2014-05-04,1,878,21.98,21.98
72160,11881,2014-05-04,1,871,9.99,9.99
72160,11881,2014-05-04,1,870,4.99,4.99
72160,11881,2014-05-04,1,866,63.5,63.5
72161,12641,2014-05-04,1,712,8.99,8.99
72162,15471,2014-05-04,1,980,769.49,769.49
72162,15471,2014-05-04,1,867,69.99,69.99
72163,16211,2014-05-04,1,985,564.99,564.99
72163,16211,2014-05-04,1,878,21.98,21.98
72164,18393,2014-05-04,1,782,2294.99,2294.99
72165,27854,2014-05-04,1,961,742.35,742.35
72165,27854,2014-05-04,1,877,7.95,7.95
72166,29374,2014-05-04,1,960,742.35,742.35
72167,22851,2014-05-04,1,795,2443.35,2443.35
72167,22851,2014-05-04,1,877,7.95,7.95
72168,18463,2014-05-04,1,798,1120.49,1120.49
72168,18463,2014-05-04,1,932,24.99,24.99
72168,18463,2014-05-04,1,873,2.29,2.29
72169,28135,2014-05-04,1,712,8.99,8.99
72169,28135,2014-05-04,1,997,539.99,539.99
72170,26651,2014-05-04,1,800,1120.49,1120.49
72170,26651,2014-05-04,1,882,53.99,53.99
72171,11930,2014-05-04,1,983,769.49,769.49
72171,11930,2014-05-04,1,867,69.99,69.99
72171,11930,2014-05-04,1,884,53.99,53.99
72172,24759,2014-05-04,1,965,742.35,742.35
72172,24759,2014-05-04,1,870,4.99,4.99
72172,24759,2014-05-04,1,872,8.99,8.99
72172,24759,2014-05-04,1,708,34.99,34.99
72173,25040,2014-05-04,1,967,2384.07,2384.07
72173,25040,2014-05-04,1,923,4.99,4.99
72173,25040,2014-05-04,1,934,28.99,28.99
72173,25040,2014-05-04,1,873,2.29,2.29
72174,28191,2014-05-04,1,969,2384.07,2384.07
72174,28191,2014-05-04,1,711,34.99,34.99
72175,24333,2014-05-04,1,977,539.99,539.99
72175,24333,2014-05-04,1,872,8.99,8.99
72175,24333,2014-05-04,1,870,4.99,4.99
72175,24333,2014-05-04,1,883,53.99,53.99
72175,24333,2014-05-04,1,712,8.99,8.99
72176,24239,2014-05-04,1,977,539.99,539.99
72176,24239,2014-05-04,1,870,4.99,4.99
72176,24239,2014-05-04,1,872,8.99,8.99
72176,24239,2014-05-04,1,711,34.99,34.99
72177,22246,2014-05-04,1,800,1120.49,1120.49
72177,22246,2014-05-04,1,713,49.99,49.99
72178,18051,2014-05-04,1,973,1700.99,1700.99
72178,18051,2014-05-04,1,707,34.99,34.99
72179,18982,2014-05-04,1,974,1700.99,1700.99
72179,18982,2014-05-04,1,922,3.99,3.99
72179,18982,2014-05-04,1,932,24.99,24.99
72179,18982,2014-05-04,1,881,53.99,53.99
72180,18092,2014-05-04,1,975,1700.99,1700.99
72180,18092,2014-05-04,1,932,24.99,24.99
72180,18092,2014-05-04,1,922,3.99,3.99
72180,18092,2014-05-04,1,711,34.99,34.99
72180,18092,2014-05-04,1,860,24.49,24.49
72181,19315,2014-05-04,1,976,1700.99,1700.99
72181,19315,2014-05-04,1,883,53.99,53.99
72182,13255,2014-05-04,1,954,2384.07,2384.07
72182,13255,2014-05-04,1,872,8.99,8.99
72182,13255,2014-05-04,1,870,4.99,4.99
72183,16286,2014-05-04,1,956,2384.07,2384.07
72184,13630,2014-05-04,1,955,2384.07,2384.07
72185,13643,2014-05-04,1,875,8.99,8.99
72185,13643,2014-05-04,1,956,2384.07,2384.07
72186,11253,2014-05-05,1,714,49.99,49.99
72187,11498,2014-05-05,1,707,34.99,34.99
72188,11913,2014-05-05,1,928,24.99,24.99
72189,28616,2014-05-05,1,876,120.0,120.0
72190,13184,2014-05-05,1,876,120.0,120.0
72191,11148,2014-05-05,1,921,4.99,4.99
72191,11148,2014-05-05,1,707,34.99,34.99
72192,25251,2014-05-05,1,921,4.99,4.99
72192,25251,2014-05-05,1,707,34.99,34.99
72193,28958,2014-05-05,1,871,9.99,9.99
72193,28958,2014-05-05,1,870,4.99,4.99
72194,20576,2014-05-05,1,781,2319.99,2319.99
72194,20576,2014-05-05,1,871,9.99,9.99
72194,20576,2014-05-05,1,707,34.99,34.99
72195,20552,2014-05-05,1,781,2319.99,2319.99
72195,20552,2014-05-05,1,870,4.99,4.99
72195,20552,2014-05-05,1,871,9.99,9.99
72196,13542,2014-05-05,1,781,2319.99,2319.99
72196,13542,2014-05-05,1,871,9.99,9.99
72196,13542,2014-05-05,1,711,34.99,34.99
72197,13514,2014-05-05,1,779,2319.99,2319.99
72197,13514,2014-05-05,1,930,35.0,35.0
72197,13514,2014-05-05,1,921,4.99,4.99
72197,13514,2014-05-05,1,708,34.99,34.99
72198,21038,2014-05-05,1,985,564.99,564.99
72198,21038,2014-05-05,1,712,8.99,8.99
72199,11314,2014-05-05,1,873,2.29,2.29
72199,11314,2014-05-05,1,877,7.95,7.95
72200,29007,2014-05-05,1,932,24.99,24.99
72201,11262,2014-05-05,1,922,3.99,3.99
72201,11262,2014-05-05,1,931,21.49,21.49
72201,11262,2014-05-05,1,873,2.29,2.29
72201,11262,2014-05-05,1,877,7.95,7.95
72202,28579,2014-05-05,1,923,4.99,4.99
72202,28579,2014-05-05,1,873,2.29,2.29
72203,14079,2014-05-05,1,923,4.99,4.99
72203,14079,2014-05-05,1,934,28.99,28.99
72203,14079,2014-05-05,1,707,34.99,34.99
72204,28058,2014-05-05,1,931,21.49,21.49
72205,16106,2014-05-05,1,933,32.6,32.6
72206,24934,2014-05-05,1,933,32.6,32.6
72207,24937,2014-05-05,1,933,32.6,32.6
72208,15340,2014-05-05,1,933,32.6,32.6
72208,15340,2014-05-05,1,712,8.99,8.99
72209,23802,2014-05-05,1,933,32.6,32.6
72210,19858,2014-05-05,1,868,69.99,69.99
72210,19858,2014-05-05,1,859,24.49,24.49
72211,11331,2014-05-05,1,871,9.99,9.99
72211,11331,2014-05-05,1,870,4.99,4.99
72211,11331,2014-05-05,1,882,53.99,53.99
72211,11331,2014-05-05,1,712,8.99,8.99
72212,16379,2014-05-05,1,870,4.99,4.99
72212,16379,2014-05-05,1,881,53.99,53.99
72213,21577,2014-05-05,1,921,4.99,4.99
72213,21577,2014-05-05,1,711,34.99,34.99
72214,15973,2014-05-05,1,921,4.99,4.99
72214,15973,2014-05-05,1,708,34.99,34.99
72215,15746,2014-05-05,1,921,4.99,4.99
72216,13755,2014-05-05,1,878,21.98,21.98
72216,13755,2014-05-05,1,870,4.99,4.99
72216,13755,2014-05-05,1,871,9.99,9.99
72216,13755,2014-05-05,1,712,8.99,8.99
72217,13375,2014-05-05,1,878,21.98,21.98
72217,13375,2014-05-05,1,714,49.99,49.99
72218,19823,2014-05-05,1,858,24.49,24.49
72218,19823,2014-05-05,1,878,21.98,21.98
72219,16190,2014-05-05,1,878,21.98,21.98
72219,16190,2014-05-05,1,713,49.99,49.99
72220,17854,2014-05-05,1,928,24.99,24.99
72220,17854,2014-05-05,1,921,4.99,4.99
72220,17854,2014-05-05,1,711,34.99,34.99
72221,16471,2014-05-05,1,932,24.99,24.99
72221,16471,2014-05-05,1,922,3.99,3.99
72221,16471,2014-05-05,1,859,24.49,24.49
72222,21045,2014-05-05,1,931,21.49,21.49
72222,21045,2014-05-05,1,873,2.29,2.29
72223,20579,2014-05-05,1,932,24.99,24.99
72224,22532,2014-05-05,1,870,4.99,4.99
72225,24542,2014-05-05,1,922,3.99,3.99
72225,24542,2014-05-05,1,876,120.0,120.0
72226,25499,2014-05-05,1,922,3.99,3.99
72226,25499,2014-05-05,1,707,34.99,34.99
72227,27177,2014-05-05,1,922,3.99,3.99
72227,27177,2014-05-05,1,859,24.49,24.49
72228,24552,2014-05-05,1,922,3.99,3.99
72228,24552,2014-05-05,1,711,34.99,34.99
72229,12319,2014-05-05,1,923,4.99,4.99
72230,29440,2014-05-05,1,934,28.99,28.99
72230,29440,2014-05-05,1,923,4.99,4.99
72230,29440,2014-05-05,1,873,2.29,2.29
72231,27829,2014-05-05,1,923,4.99,4.99
72231,27829,2014-05-05,1,707,34.99,34.99
72232,15353,2014-05-05,1,934,28.99,28.99
72232,15353,2014-05-05,1,923,4.99,4.99
72232,15353,2014-05-05,1,873,2.29,2.29
72232,15353,2014-05-05,1,879,159.0,159.0
72233,26926,2014-05-05,1,934,28.99,28.99
72234,24043,2014-05-05,1,934,28.99,28.99
72234,24043,2014-05-05,1,873,2.29,2.29
72235,28886,2014-05-05,1,923,4.99,4.99
72235,28886,2014-05-05,1,712,8.99,8.99
72235,28886,2014-05-05,1,707,34.99,34.99
72236,11354,2014-05-05,1,870,4.99,4.99
72236,11354,2014-05-05,1,712,8.99,8.99
72236,11354,2014-05-05,1,872,8.99,8.99
72237,11560,2014-05-05,1,882,53.99,53.99
72238,16125,2014-05-05,1,984,564.99,564.99
72238,16125,2014-05-05,1,870,4.99,4.99
72238,16125,2014-05-05,1,712,8.99,8.99
72238,16125,2014-05-05,1,871,9.99,9.99
72239,18829,2014-05-05,1,779,2319.99,2319.99
72239,18829,2014-05-05,1,708,34.99,34.99
72240,18849,2014-05-05,1,784,2294.99,2294.99
72240,18849,2014-05-05,1,878,21.98,21.98
72240,18849,2014-05-05,1,714,49.99,49.99
72241,15489,2014-05-05,1,983,769.49,769.49
72241,15489,2014-05-05,1,869,69.99,69.99
72241,15489,2014-05-05,1,712,8.99,8.99
72241,15489,2014-05-05,1,881,53.99,53.99
72242,18399,2014-05-05,1,779,2319.99,2319.99
72242,18399,2014-05-05,1,871,9.99,9.99
72242,18399,2014-05-05,1,870,4.99,4.99
72243,18437,2014-05-05,1,780,2319.99,2319.99
72243,18437,2014-05-05,1,930,35.0,35.0
72243,18437,2014-05-05,1,921,4.99,4.99
72244,27169,2014-05-05,1,970,1214.85,1214.85
72245,15661,2014-05-05,1,965,742.35,742.35
72245,15661,2014-05-05,1,923,4.99,4.99
72245,15661,2014-05-05,1,934,28.99,28.99
72245,15661,2014-05-05,1,872,8.99,8.99
72245,15661,2014-05-05,1,870,4.99,4.99
72246,27846,2014-05-05,1,979,742.35,742.35
72246,27846,2014-05-05,1,872,8.99,8.99
72246,27846,2014-05-05,1,870,4.99,4.99
72246,27846,2014-05-05,1,708,34.99,34.99
72247,18158,2014-05-05,1,957,2384.07,2384.07
72247,18158,2014-05-05,1,712,8.99,8.99
72248,17811,2014-05-05,1,967,2384.07,2384.07
72248,17811,2014-05-05,1,712,8.99,8.99
72248,17811,2014-05-05,1,707,34.99,34.99
72249,22929,2014-05-05,1,794,2443.35,2443.35
72249,22929,2014-05-05,1,872,8.99,8.99
72249,22929,2014-05-05,1,870,4.99,4.99
72249,22929,2014-05-05,1,708,34.99,34.99
72250,18337,2014-05-05,1,794,2443.35,2443.35
72251,22195,2014-05-05,1,793,2443.35,2443.35
72251,22195,2014-05-05,1,872,8.99,8.99
72251,22195,2014-05-05,1,870,4.99,4.99
72251,22195,2014-05-05,1,712,8.99,8.99
72252,22935,2014-05-05,1,975,1700.99,1700.99
72252,22935,2014-05-05,1,870,4.99,4.99
72252,22935,2014-05-05,1,872,8.99,8.99
72252,22935,2014-05-05,1,880,54.99,54.99
72253,16620,2014-05-05,1,783,2294.99,2294.99
72253,16620,2014-05-05,1,878,21.98,21.98
72254,16351,2014-05-05,1,782,2294.99,2294.99
72255,25078,2014-05-05,1,955,2384.07,2384.07
72255,25078,2014-05-05,1,934,28.99,28.99
72255,25078,2014-05-05,1,923,4.99,4.99
72255,25078,2014-05-05,1,880,54.99,54.99
72256,11224,2014-05-05,1,961,742.35,742.35
72256,11224,2014-05-05,1,711,34.99,34.99
72257,26295,2014-05-05,1,970,1214.85,1214.85
72257,26295,2014-05-05,1,711,34.99,34.99
72258,28250,2014-05-05,1,967,2384.07,2384.07
72258,28250,2014-05-05,1,883,53.99,53.99
72259,23113,2014-05-05,1,969,2384.07,2384.07
72259,23113,2014-05-05,1,711,34.99,34.99
72260,23887,2014-05-05,1,998,539.99,539.99
72260,23887,2014-05-05,1,875,8.99,8.99
72261,18867,2014-05-05,1,976,1700.99,1700.99
72261,18867,2014-05-05,1,716,49.99,49.99
72262,26867,2014-05-05,1,975,1700.99,1700.99
72262,26867,2014-05-05,1,932,24.99,24.99
72262,26867,2014-05-05,1,873,2.29,2.29
72263,20955,2014-05-05,1,799,1120.49,1120.49
72263,20955,2014-05-05,1,707,34.99,34.99
72263,20955,2014-05-05,1,712,8.99,8.99
72264,28756,2014-05-05,1,798,1120.49,1120.49
72264,28756,2014-05-05,1,870,4.99,4.99
72264,28756,2014-05-05,1,872,8.99,8.99
72264,28756,2014-05-05,1,708,34.99,34.99
72265,21052,2014-05-05,1,798,1120.49,1120.49
72266,25575,2014-05-05,1,999,539.99,539.99
72267,15129,2014-05-05,1,965,742.35,742.35
72267,15129,2014-05-05,1,870,4.99,4.99
72267,15129,2014-05-05,1,872,8.99,8.99
72267,15129,2014-05-05,1,880,54.99,54.99
72268,13958,2014-05-05,1,969,2384.07,2384.07
72269,26547,2014-05-05,1,999,539.99,539.99
72269,26547,2014-05-05,1,708,34.99,34.99
72269,26547,2014-05-05,1,713,49.99,49.99
72270,26922,2014-05-05,1,997,539.99,539.99
72271,13036,2014-05-06,1,988,564.99,564.99
72271,13036,2014-05-06,1,882,53.99,53.99
72271,13036,2014-05-06,1,712,8.99,8.99
72272,12128,2014-05-06,1,976,1700.99,1700.99
72272,12128,2014-05-06,1,712,8.99,8.99
72272,12128,2014-05-06,1,882,53.99,53.99
72273,21871,2014-05-06,1,929,29.99,29.99
72274,17906,2014-05-06,1,931,21.49,21.49
72275,18263,2014-05-06,1,929,29.99,29.99
72275,18263,2014-05-06,1,921,4.99,4.99
72275,18263,2014-05-06,1,878,21.98,21.98
72275,18263,2014-05-06,1,708,34.99,34.99
72276,23427,2014-05-06,1,870,4.99,4.99
72277,27717,2014-05-06,1,923,4.99,4.99
72277,27717,2014-05-06,1,877,7.95,7.95
72278,18286,2014-05-06,1,922,3.99,3.99
72278,18286,2014-05-06,1,933,32.6,32.6
72278,18286,2014-05-06,1,707,34.99,34.99
72279,15125,2014-05-06,1,714,49.99,49.99
72280,13120,2014-05-06,1,922,3.99,3.99
72280,13120,2014-05-06,1,708,34.99,34.99
72280,13120,2014-05-06,1,883,53.99,53.99
72281,13564,2014-05-06,1,782,2294.99,2294.99
72281,13564,2014-05-06,1,871,9.99,9.99
72281,13564,2014-05-06,1,870,4.99,4.99
72281,13564,2014-05-06,1,707,34.99,34.99
72281,13564,2014-05-06,1,712,8.99,8.99
72282,15058,2014-05-06,1,784,2294.99,2294.99
72282,15058,2014-05-06,1,871,9.99,9.99
72282,15058,2014-05-06,1,870,4.99,4.99
72283,20577,2014-05-06,1,782,2294.99,2294.99
72283,20577,2014-05-06,1,873,2.29,2.29
72284,13538,2014-05-06,1,784,2294.99,2294.99
72284,13538,2014-05-06,1,708,34.99,34.99
72285,12843,2014-05-06,1,780,2319.99,2319.99
72285,12843,2014-05-06,1,876,120.0,120.0
72286,13513,2014-05-06,1,784,2294.99,2294.99
72286,13513,2014-05-06,1,871,9.99,9.99
72286,13513,2014-05-06,1,711,34.99,34.99
72287,14949,2014-05-06,1,779,2319.99,2319.99
72287,14949,2014-05-06,1,876,120.0,120.0
72288,11842,2014-05-06,1,715,49.99,49.99
72288,11842,2014-05-06,1,712,8.99,8.99
72289,29245,2014-05-06,1,932,24.99,24.99
72289,29245,2014-05-06,1,873,2.29,2.29
72290,28188,2014-05-06,1,923,4.99,4.99
72290,28188,2014-05-06,1,860,24.49,24.49
72291,26808,2014-05-06,1,923,4.99,4.99
72291,26808,2014-05-06,1,934,28.99,28.99
72292,25851,2014-05-06,1,928,24.99,24.99
72293,21730,2014-05-06,1,871,9.99,9.99
72293,21730,2014-05-06,1,870,4.99,4.99
72293,21730,2014-05-06,1,873,2.29,2.29
72294,22279,2014-05-06,1,929,29.99,29.99
72295,16849,2014-05-06,1,868,69.99,69.99
72295,16849,2014-05-06,1,713,49.99,49.99
72296,11142,2014-05-06,1,868,69.99,69.99
72296,11142,2014-05-06,1,858,24.49,24.49
72297,28034,2014-05-06,1,869,69.99,69.99
72298,19731,2014-05-06,1,712,8.99,8.99
72298,19731,2014-05-06,1,869,69.99,69.99
72299,20747,2014-05-06,1,867,69.99,69.99
72300,23827,2014-05-06,1,870,4.99,4.99
72300,23827,2014-05-06,1,712,8.99,8.99
72301,24731,2014-05-06,1,870,4.99,4.99
72302,24733,2014-05-06,1,921,4.99,4.99
72302,24733,2014-05-06,1,873,2.29,2.29
72303,14460,2014-05-06,1,878,21.98,21.98
72303,14460,2014-05-06,1,713,49.99,49.99
72303,14460,2014-05-06,1,859,24.49,24.49
72304,14612,2014-05-06,1,921,4.99,4.99
72304,14612,2014-05-06,1,708,34.99,34.99
72305,14490,2014-05-06,1,921,4.99,4.99
72305,14490,2014-05-06,1,711,34.99,34.99
72306,18631,2014-05-06,1,928,24.99,24.99
72307,26355,2014-05-06,1,712,8.99,8.99
72307,26355,2014-05-06,1,883,53.99,53.99
72308,21738,2014-05-06,1,921,4.99,4.99
72308,21738,2014-05-06,1,929,29.99,29.99
72308,21738,2014-05-06,1,711,34.99,34.99
72309,22483,2014-05-06,1,931,21.49,21.49
72309,22483,2014-05-06,1,922,3.99,3.99
72309,22483,2014-05-06,1,707,34.99,34.99
72309,22483,2014-05-06,1,715,49.99,49.99
72310,12611,2014-05-06,1,934,28.99,28.99
72310,12611,2014-05-06,1,923,4.99,4.99
72310,12611,2014-05-06,1,859,24.49,24.49
72311,15103,2014-05-06,1,923,4.99,4.99
72311,15103,2014-05-06,1,934,28.99,28.99
72311,15103,2014-05-06,1,873,2.29,2.29
72312,13276,2014-05-06,1,878,21.98,21.98
72313,11736,2014-05-06,1,930,35.0,35.0
72313,11736,2014-05-06,1,878,21.98,21.98
72313,11736,2014-05-06,1,715,49.99,49.99
72314,13151,2014-05-06,1,878,21.98,21.98
72314,13151,2014-05-06,1,871,9.99,9.99
72314,13151,2014-05-06,1,870,4.99,4.99
72314,13151,2014-05-06,1,880,54.99,54.99
72315,17585,2014-05-06,1,878,21.98,21.98
72315,17585,2014-05-06,1,866,63.5,63.5
72316,18862,2014-05-06,1,784,2294.99,2294.99
72316,18862,2014-05-06,1,711,34.99,34.99
72316,18862,2014-05-06,1,858,24.49,24.49
72317,13734,2014-05-06,1,782,2294.99,2294.99
72317,13734,2014-05-06,1,878,21.98,21.98
72317,13734,2014-05-06,1,871,9.99,9.99
72317,13734,2014-05-06,1,712,8.99,8.99
72317,13734,2014-05-06,1,870,4.99,4.99
72318,15432,2014-05-06,1,983,769.49,769.49
72318,15432,2014-05-06,1,708,34.99,34.99
72319,18416,2014-05-06,1,779,2319.99,2319.99
72319,18416,2014-05-06,1,870,4.99,4.99
72319,18416,2014-05-06,1,871,9.99,9.99
72319,18416,2014-05-06,1,711,34.99,34.99
72320,18481,2014-05-06,1,784,2294.99,2294.99
72320,18481,2014-05-06,1,870,4.99,4.99
72320,18481,2014-05-06,1,712,8.99,8.99
72320,18481,2014-05-06,1,871,9.99,9.99
72321,13702,2014-05-06,1,784,2294.99,2294.99
72321,13702,2014-05-06,1,873,2.29,2.29
72322,21138,2014-05-06,1,781,2319.99,2319.99
72322,21138,2014-05-06,1,873,2.29,2.29
72323,21037,2014-05-06,1,961,742.35,742.35
72323,21037,2014-05-06,1,923,4.99,4.99
72323,21037,2014-05-06,1,934,28.99,28.99
72323,21037,2014-05-06,1,711,34.99,34.99
72324,11242,2014-05-06,1,966,2384.07,2384.07
72324,11242,2014-05-06,1,707,34.99,34.99
72325,22196,2014-05-06,1,794,2443.35,2443.35
72325,22196,2014-05-06,1,877,7.95,7.95
72326,22197,2014-05-06,1,795,2443.35,2443.35
72326,22197,2014-05-06,1,922,3.99,3.99
72326,22197,2014-05-06,1,933,32.6,32.6
72326,22197,2014-05-06,1,880,54.99,54.99
72326,22197,2014-05-06,1,858,24.49,24.49
72327,22203,2014-05-06,1,796,2443.35,2443.35
72328,16031,2014-05-06,1,974,1700.99,1700.99
72329,22933,2014-05-06,1,975,1700.99,1700.99
72329,22933,2014-05-06,1,708,34.99,34.99
72330,26589,2014-05-06,1,798,1120.49,1120.49
72330,26589,2014-05-06,1,882,53.99,53.99
72330,26589,2014-05-06,1,712,8.99,8.99
72331,17504,2014-05-06,1,980,769.49,769.49
72331,17504,2014-05-06,1,871,9.99,9.99
72331,17504,2014-05-06,1,870,4.99,4.99
72332,26300,2014-05-06,1,971,1214.85,1214.85
72332,26300,2014-05-06,1,711,34.99,34.99
72333,16176,2014-05-06,1,779,2319.99,2319.99
72333,16176,2014-05-06,1,707,34.99,34.99
72334,16180,2014-05-06,1,783,2294.99,2294.99
72334,16180,2014-05-06,1,930,35.0,35.0
72334,16180,2014-05-06,1,921,4.99,4.99
72334,16180,2014-05-06,1,873,2.29,2.29
72335,25365,2014-05-06,1,965,742.35,742.35
72335,25365,2014-05-06,1,872,8.99,8.99
72335,25365,2014-05-06,1,860,24.49,24.49
72335,25365,2014-05-06,1,870,4.99,4.99
72336,28155,2014-05-06,1,956,2384.07,2384.07
72337,28190,2014-05-06,1,954,2384.07,2384.07
72337,28190,2014-05-06,1,711,34.99,34.99
72338,15905,2014-05-06,1,954,2384.07,2384.07
72338,15905,2014-05-06,1,872,8.99,8.99
72338,15905,2014-05-06,1,870,4.99,4.99
72339,24335,2014-05-06,1,997,539.99,539.99
72339,24335,2014-05-06,1,707,34.99,34.99
72340,23880,2014-05-06,1,998,539.99,539.99
72340,23880,2014-05-06,1,870,4.99,4.99
72340,23880,2014-05-06,1,872,8.99,8.99
72341,29001,2014-05-06,1,977,539.99,539.99
72341,29001,2014-05-06,1,708,34.99,34.99
72341,29001,2014-05-06,1,714,49.99,49.99
72342,24330,2014-05-06,1,997,539.99,539.99
72342,24330,2014-05-06,1,711,34.99,34.99
72343,23886,2014-05-06,1,997,539.99,539.99
72343,23886,2014-05-06,1,872,8.99,8.99
72343,23886,2014-05-06,1,870,4.99,4.99
72343,23886,2014-05-06,1,712,8.99,8.99
72344,22229,2014-05-06,1,798,1120.49,1120.49
72344,22229,2014-05-06,1,932,24.99,24.99
72344,22229,2014-05-06,1,873,2.29,2.29
72345,22243,2014-05-06,1,801,1120.49,1120.49
72345,22243,2014-05-06,1,715,49.99,49.99
72346,20669,2014-05-06,1,801,1120.49,1120.49
72347,19008,2014-05-06,1,976,1700.99,1700.99
72347,19008,2014-05-06,1,708,34.99,34.99
72347,19008,2014-05-06,1,858,24.49,24.49
72348,14732,2014-05-06,1,975,1700.99,1700.99
72348,14732,2014-05-06,1,716,49.99,49.99
72349,19293,2014-05-06,1,975,1700.99,1700.99
72349,19293,2014-05-06,1,714,49.99,49.99
72350,25598,2014-05-06,1,801,1120.49,1120.49
72350,25598,2014-05-06,1,922,3.99,3.99
72350,25598,2014-05-06,1,932,24.99,24.99
72350,25598,2014-05-06,1,873,2.29,2.29
72351,14713,2014-05-06,1,998,539.99,539.99
72351,14713,2014-05-06,1,872,8.99,8.99
72351,14713,2014-05-06,1,870,4.99,4.99
72351,14713,2014-05-06,1,859,24.49,24.49
72352,28438,2014-05-06,1,999,539.99,539.99
72352,28438,2014-05-06,1,708,34.99,34.99
72353,28477,2014-05-06,1,977,539.99,539.99
72353,28477,2014-05-06,1,872,8.99,8.99
72354,14163,2014-05-06,1,999,539.99,539.99
72354,14163,2014-05-06,1,931,21.49,21.49
72354,14163,2014-05-06,1,873,2.29,2.29
72354,14163,2014-05-06,1,876,120.0,120.0
72355,11359,2014-05-06,1,963,742.35,742.35
